area,rank,title
Object Tracking,59,High-Resolution Image Synthesis and Semantic Manipulation with Conditional GANs
Object Tracking,60,Micro-Batch Training with Batch-Channel Normalization and Weight Standardization
Object Tracking,61,U-Net: Convolutional Networks for Biomedical Image Segmentation
Object Tracking,62,Lite-HRNet: A Lightweight High-Resolution Network
Object Tracking,63,PaddleSeg: A High-Efficient Development Toolkit for Image Segmentation
Object Tracking,64,Attention-guided Context Feature Pyramid Network for Object Detection
Object Tracking,65,SOLOv2: Dynamic and Fast Instance Segmentation
Object Tracking,66,SOLO: Segmenting Objects by Locations
Object Tracking,67,HarDNet: A Low Memory Traffic Network
Object Tracking,68,High-Resolution Representations for Labeling Pixels and Regions
Object Tracking,69,FCOS: Fully Convolutional One-Stage Object Detection
Object Tracking,70,Microsoft COCO: Common Objects in Context
Object Tracking,71,Simple Training Strategies and Model Scaling for Object Detection
Object Tracking,72,Simple Copy-Paste is a Strong Data Augmentation Method for Instance Segmentation
Object Tracking,73,Rethinking Pre-training and Self-training
Object Tracking,74,"Fashionpedia: Ontology, Segmentation, and an Attribute Localization Dataset"
Object Tracking,75,ShapeMask: Learning to Segment Novel Objects by Refining Shape Priors
Object Tracking,76,UNet++: A Nested U-Net Architecture for Medical Image Segmentation
Object Tracking,77,Recalibrating Fully Convolutional Networks with Spatial and Channel 'Squeeze & Excitation' Blocks
Object Tracking,78,Unified Perceptual Parsing for Scene Understanding
Object Tracking,79,Semantic Understanding of Scenes through the ADE20K Dataset
Object Tracking,80,YOLACT++: Better Real-time Instance Segmentation
Object Tracking,81,Deformable Convolutional Networks
Object Tracking,82,LinkNet: Exploiting Encoder Representations for Efficient Semantic Segmentation
Object Tracking,83,PointNet: Deep Learning on Point Sets for 3D Classification and Segmentation
Object Tracking,84,Learning to Refine Object Segments
Object Tracking,85,Tencent ML-Images: A Large-Scale Multi-Label Image Database for Visual Representation Learning
Object Tracking,86,Revisiting Unreasonable Effectiveness of Data in Deep Learning Era
Object Tracking,87,EdgeFlow: Achieving Practical Interactive Segmentation with Edge-Guided Flow
Object Tracking,88,Rethinking BiSeNet For Real-time Semantic Segmentation
Object Tracking,89,Rethinking Semantic Segmentation from a Sequence-to-Sequence Perspective with Transformers
Object Tracking,90,Improving Semantic Segmentation via Decoupled Body and Edge Supervision
Object Tracking,91,Disentangled Non-Local Neural Networks
Object Tracking,92,Hierarchical Multi-Scale Attention for Semantic Segmentation
Object Tracking,93,UNet 3+: A Full-Scale Connected UNet for Medical Image Segmentation
Object Tracking,94,BiSeNet V2: Bilateral Network with Guided Aggregation for Real-time Semantic Segmentation
Object Tracking,95,"Panoptic-DeepLab: A Simple, Strong, and Fast Baseline for Bottom-Up Panoptic Segmentation"
Object Tracking,96,Segmentation Transformer: Object-Contextual Representations for Semantic Segmentation
Object Tracking,97,Asymmetric Non-local Neural Networks for Semantic Segmentation
Object Tracking,98,Expectation-Maximization Attention Networks for Semantic Segmentation
Object Tracking,99,Interlaced Sparse Self-Attention for Semantic Segmentation
Object Tracking,100,Gated-SCNN: Gated Shape CNNs for Semantic Segmentation
Object Tracking,101,Fast-SCNN: Fast Semantic Segmentation Network
Object Tracking,102,Dual Attention Network for Scene Segmentation
Object Tracking,103,Attention U-Net: Learning Where to Look for the Pancreas
Object Tracking,104,CCNet: Criss-Cross Attention for Semantic Segmentation
Object Tracking,105,OCNet: Object Context Network for Scene Parsing
Object Tracking,106,PSANet: Point-wise Spatial Attention Network for Scene Parsing
Object Tracking,107,Context Encoding for Semantic Segmentation
Object Tracking,108,Efficient Attention: Attention with Linear Complexities
Object Tracking,109,PP-LCNet: A Lightweight CPU Convolutional Neural Network
Object Tracking,110,Beyond Self-Supervision: A Simple Yet Effective Network Distillation Alternative to Improve Backbones
Object Tracking,111,HS-ResNet: Hierarchical-Split Block on Convolutional Neural Network
Object Tracking,112,Rethinking Channel Dimensions for Efficient Model Design
Object Tracking,113,GridMask Data Augmentation
Object Tracking,114,Hide-and-Seek: A Data Augmentation Technique for Weakly-Supervised Localization and Beyond
Object Tracking,115,Recovering Realistic Texture in Image Super-resolution by Deep Spatial Feature Transform
Object Tracking,116,BoxInst: High-Performance Instance Segmentation with Box Annotations
Object Tracking,117,Mask Encoding for Single Shot Instance Segmentation
Object Tracking,118,Conditional Convolutions for Instance Segmentation
Object Tracking,119,BlendMask: Top-Down Meets Bottom-Up for Instance Segmentation
Object Tracking,120,Segmentation Loss Odyssey
Object Tracking,121,UNETR: Transformers for 3D Medical Image Segmentation
Object Tracking,122,Contextual Transformer Networks for Visual Recognition
Object Tracking,123,EPSANet: An Efficient Pyramid Squeeze Attention Block on Convolutional Neural Network
Object Tracking,124,Beyond Self-attention: External Attention using Two Linear Layers for Visual Tasks
Object Tracking,125,RepMLP: Re-parameterizing Convolutions into Fully-connected Layers for Image Recognition
Object Tracking,126,SA-Net: Shuffle Attention for Deep Convolutional Neural Networks
Object Tracking,127,SEN12MS -- A Curated Dataset of Georeferenced Multi-Spectral Sentinel-1/2 Imagery for Deep Learning and Data Fusion
Object Tracking,128,Improving Convolutional Networks With Self-Calibrated Convolutions
Object Tracking,129,SINet: Extreme Lightweight Portrait Segmentation Networks with Spatial Squeeze Modules and Information Blocking Decoder
Object Tracking,130,Feature Pyramid Encoding Network for Real-time Semantic Segmentation
Object Tracking,131,DABNet: Depth-wise Asymmetric Bottleneck for Real-time Semantic Segmentation
Object Tracking,132,ESNet: An Efficient Symmetric Network for Real-time Semantic Segmentation
Object Tracking,133,DiCENet: Dimension-wise Convolutions for Efficient Networks
Object Tracking,134,LEDNet: A Lightweight Encoder-Decoder Network for Real-Time Semantic Segmentation
Object Tracking,135,An Energy and GPU-Computation Efficient Backbone Network for Real-Time Object Detection
Object Tracking,136,"ESPNetv2: A Light-weight, Power Efficient, and General Purpose Convolutional Neural Network"
Object Tracking,137,CGNet: A Light-weight Context Guided Network for Semantic Segmentation
Object Tracking,138,Efficient Dense Modules of Asymmetric Convolution for Real-Time Semantic Segmentation
Object Tracking,139,BiSeNet: Bilateral Segmentation Network for Real-time Semantic Segmentation
Object Tracking,140,ContextNet: Exploring Context and Detail for Semantic Segmentation in Real-time
Object Tracking,141,ERFNet: Efficient Residual Factorized ConvNet for Real-time Semantic Segmentation
Object Tracking,142,Dilated Residual Networks
Object Tracking,143,ICNet for Real-Time Semantic Segmentation on High-Resolution Images
Object Tracking,144,ENet: A Deep Neural Network Architecture for Real-Time Semantic Segmentation
Object Tracking,145,SegNet: A Deep Convolutional Encoder-Decoder Architecture for Image Segmentation
Object Tracking,146,Fully Convolutional Instance-aware Semantic Segmentation
Object Tracking,147,Rich feature hierarchies for accurate object detection and semantic segmentation
Object Tracking,148,PointNet++: Deep Hierarchical Feature Learning on Point Sets in a Metric Space
Object Tracking,149,Automated Design of Deep Learning Methods for Biomedical Image Segmentation
Object Tracking,150,COCO-Stuff: Thing and Stuff Classes in Context
Object Tracking,151,Co-Occurrent Features in Semantic Segmentation
Object Tracking,152,Generating Masks from Boxes by Mining Spatio-Temporal Consistencies in Videos
Object Tracking,153,Learning What to Learn for Video Object Segmentation
Object Tracking,154,Towards End-to-End Lane Detection: an Instance Segmentation Approach
Object Tracking,155,"DeepFashion2: A Versatile Benchmark for Detection, Pose Estimation, Segmentation and Re-Identification of Clothing Images"
Object Tracking,156,Recurrent Residual Convolutional Neural Network based on U-Net (R2U-Net) for Medical Image Segmentation
Object Tracking,157,Temporal RoI Align for Video Object Recognition
Object Tracking,158,Polarized Self-Attention: Towards High-quality Pixel-wise Regression
Object Tracking,159,VOLO: Vision Outlooker for Visual Recognition
Object Tracking,160,3D Semantic Segmentation with Submanifold Sparse Convolutional Networks
Object Tracking,161,UNet++: Redesigning Skip Connections to Exploit Multiscale Features in Image Segmentation
Object Tracking,162,ChainerCV: a Library for Deep Learning in Computer Vision
Object Tracking,163,Atlas: End-to-End 3D Scene Reconstruction from Posed Images
Object Tracking,164,What Makes for Good Views for Contrastive Learning?
Object Tracking,165,Improving Semantic Segmentation via Video Propagation and Label Relaxation
Object Tracking,166,4D Spatio-Temporal ConvNets: Minkowski Convolutional Neural Networks
Object Tracking,167,Rethinking Self-supervised Correspondence Learning: A Video Frame-level Similarity Perspective
Object Tracking,168,Learning a Discriminative Feature Network for Semantic Segmentation
Object Tracking,169,Conditional Random Fields as Recurrent Neural Networks
Object Tracking,170,Understanding Humans in Crowded Scenes: Deep Nested Adversarial Learning and A New Benchmark for Multi-Human Parsing
Object Tracking,171,Pose2Seg: Detection Free Human Instance Segmentation
Object Tracking,172,DLTK: State of the Art Reference Implementations for Deep Learning on Medical Images
Object Tracking,173,The Lovász-Softmax loss: A tractable surrogate for the optimization of the intersection-over-union measure in neural networks
Object Tracking,174,Optimal Transport for Multi-source Domain Adaptation under Target Shift
Object Tracking,175,PartNet: A Large-scale Benchmark for Fine-grained and Hierarchical Part-level 3D Object Understanding
Object Tracking,176,PointCNN: Convolution On X-Transformed Points
Object Tracking,177,In-Place Activated BatchNorm for Memory-Optimized Training of DNNs
Object Tracking,178,Autonomous Driving in Reality with Reinforcement Learning and Image Translation
Object Tracking,179,Deep clustering: Discriminative embeddings for segmentation and separation
Object Tracking,180,Vision Transformers for Dense Prediction
Object Tracking,181,Hypersim: A Photorealistic Synthetic Dataset for Holistic Indoor Scene Understanding
Object Tracking,182,Panoptic nuScenes: A Large-Scale Benchmark for LiDAR Panoptic Segmentation and Tracking
Object Tracking,183,ADVENT: Adversarial Entropy Minimization for Domain Adaptation in Semantic Segmentation
Object Tracking,184,Maximum Classifier Discrepancy for Unsupervised Domain Adaptation
Object Tracking,185,CyCADA: Cycle-Consistent Adversarial Domain Adaptation
Object Tracking,186,Boundary-Aware Segmentation Network for Mobile and Web Applications
Object Tracking,187,Bayesian SegNet: Model Uncertainty in Deep Convolutional Encoder-Decoder Architectures for Scene Understanding
Object Tracking,188,Retina U-Net: Embarrassingly Simple Exploitation of Segmentation Supervision for Medical Object Detection
Object Tracking,189,Dynamic Graph CNN for Learning on Point Clouds
Object Tracking,190,Partial Convolution based Padding
Object Tracking,191,Cascade R-CNN: High Quality Object Detection and Instance Segmentation
Object Tracking,192,TernausNet: U-Net with VGG11 Encoder Pre-Trained on ImageNet for Image Segmentation
Object Tracking,193,Deep Snake for Real-Time Instance Segmentation
Object Tracking,194,Global Context for Convolutional Pose Machines
Object Tracking,195,GIMP-ML: Python Plugins for using Computer Vision Models in GIMP
Object Tracking,196,BlenderProc
Object Tracking,197,Pyramid Vision Transformer: A Versatile Backbone for Dense Prediction without Convolutions
Object Tracking,198,YolactEdge: Real-time Instance Segmentation on the Edge
Object Tracking,199,Enforcing temporal consistency in Deep Learning segmentation of brain MR images
Object Tracking,200,Large Kernel Matters -- Improve Semantic Segmentation by Global Convolutional Network
Action Recognition,1,Naive-Student: Leveraging Semi-Supervised Learning in Video Sequences for Urban Scene Segmentation
Action Recognition,2,Searching for MobileNetV3
Action Recognition,3,FEELVOS: Fast End-to-End Embedding Learning for Video Object Segmentation
Action Recognition,4,Auto-DeepLab: Hierarchical Neural Architecture Search for Semantic Image Segmentation
Action Recognition,5,Searching for Efficient Multi-Scale Architectures for Dense Image Prediction
Action Recognition,6,Encoder-Decoder with Atrous Separable Convolution for Semantic Image Segmentation
Action Recognition,7,MobileNetV2: Inverted Residuals and Linear Bottlenecks
Action Recognition,8,Rethinking Atrous Convolution for Semantic Image Segmentation
Action Recognition,9,Mask R-CNN
